ID,claim,evidence
369,[],"[""home ' media | us news ' facebook faces high profile lawsuit regarding facial recognition technology deepface facebook faces high profile lawsuit regarding facial recognition technology deepface 0 shares as the technology becomes increasingly ubiquitous and far more accurate facial recognition and the lack of any laws or regulations around the practice is slowly starting to enter mainstream consciousness."", 'it is a very important issue that isn t getting the attention it deserves.', 'for example as i highlighted in the recent post half of american adults exist in a government accessible facial recognition network half of all american adults are already in some sort of facial recognition network accessible to law enforcement according to a comprehensive new study.', 'conducted over a year and relying in part on freedom of information and public record requests to 106 law enforcement agencies the study conducted by georgetown laws center on privacy and technology found american police use of facial recognition technology is a scattered hodgepodge network of laws and regulations.', 'looking at the sum total of what we found there have been no laws that comprehensively regulate face recognition technology and there is really no case law either clare garvie an associate at the cpt told vocativ.', 'so we find ourselves having to rely on the agencies that are using that technology to rein it in.', 'but what we found is that not every system by a long shot has a use policy.', 'with that in mind bloomberg published an interesting article yesterday covering a couple of lawsuits against facebook and google regarding their facial recognition practices.']"
370,"['the outreach might not be entirely to gain the support of minority voters who are deeply skeptical of trump and indicate they are supporting hillary clinton overwhelmingly""', 'they might be persuadable given their past voting history but they don t want to vote for someone who is viewed as a racist""', 'trump has a white people problem""', 'trump is underperforming with whites compared with mitt romneys performance""', 'yes romney lost by big margins with nonwhite groups too but white voterstrumps campaign has to think there is nowhere to go but up with minority voters except right now trump is doing worse with both african americans""']","['but according to nbc/wsj hes only up 13 points far less than romney.', 'and lets remember romney lost in an electoral landslide to president obama.', 'romney won 61 percent of whites without a college degree.', 'trump in the latest cnn/orc poll gets the support of 59 percent.', 'after 15 months of denigrating every nonwhite minority in sight it is hard to believe that he can actually do significantly better among nonwhites said ayres who wrote the book 2016 and beyond how republicans can elect a president in the new america.']"
371,[],"['0 about us the mind unleashed is a conscious news dissemination organization that seeks to inspire out of the box thinking and act as a catalyst for people to discover the limitless potential that exists inside us all.', 'we are all one the tools and information used here are for research and educational purposes only.']"
372,"['the situation on the ground is tense and many""', 'citing free speech rights the corps has been allowing hundreds and sometimes thousands of native americans and other pipeline protesters to camp on corps land south of the creek""']","['home / badge abuse / breaking emergency call to action at standing rock as police violently attack prayer ceremony breaking emergency call to action at standing rock as police violently attack prayer ceremony jay syrmopoulos 11 comments cannon ball nd law enforcement responded violently to water protectors attempting build a wooden footbridge across a creek linking the main native encampment and the dakota access pipeline construction area for a prayer ceremony.', 'breaking hundreds of nodapl water protectors attempting to cross foot bridges built over cannonball river to reach dapl construction area the guardian reports the us army corps of engineers has ordered north dakota police to arrest native american protesters and destroy a bridge that activists built over a creek at the center of the increasingly tense dakota access pipeline demonstrations.', 'the morton county sheriffs office announced on wednesday that police were in a standoff with protesters on the banks of the cantapeta creek while activists said they were engaged in a peaceful water ceremony.', 'the situation raised concerns that there could not be more mass arrests and violent clashes with police.', 'the tense situation erupted into state sponsored violence as law enforcement began spraying water protectors attempting to cross the creek with pepper spray with reports of a water protector being shot in the back by a non lethal round.', 'the united states army corps of engineers has given the county orders to remove the makeshift bridge and arrest any protesters who cross the cantapeta creek for criminal trespass according to morton county spokeswoman donnell preskey.', 'according to a report by forum news service the corps owns a sliver of land on the north side of the creek preskey said.', 'unicorn riot the water protectors were attempting to build a bridge to gain access to a pipeline construction area near cannonball ranch.', 'access to that area was cut off last week after the militarized police crackdown on the treaty camp that saw more than 140 water arrested.', 'unicorn riot we will keep you updated to this intense breaking situation.', 'share google + alpenng time we the people take up arms and start shooting back !! time these criminal cops be treated like what they are terrorists period !!!! sorry but that seems to be the only thing our government understands ian purcell government is treason against the great spirit of god.', 'john smith the last time i heard the drums like that they were used a psychological warfare in ukraine to get people to fight while snipers shot both sides... phil freeman.']"
373,[],"['chicago donald trump the republican party presidential front runner on saturday first blamed thugs for his decision to cancel a rally in chicago over alleged security concerns and then said supporters of his democratic rivals caused disruptions there.', 'it is clinton and sanders people who disrupted my rally in chicago and then they say i must talk to my people trump tweeted.', 'obviously while i appreciate that we had supporters at trumps rally in chicago our campaign did not organize the protests the vermont senator said in a statement.', 'what caused the violence at trumps rally is a campaign whose words and actions have encouraged it on the part of his supporters.', 'the chicago police department said on that four men and a woman were arrested at the rally after brief scuffles broke out at the event at the university of illinois at chicago pavilion.', 'four of the individuals were still in police custody on saturday morning but had not yet been charged said officer jose estrada a department spokesman.', 'however cbs news said its reporter sopan deb was detained by law enforcement while covering the scene.', 'another man activist william calloway said he was arrested and charged with misdemeanor criminal trespassing.', 'calloway said police told him they arrested him because he failed to immediately exit the arena after the rally was canceled and guests were ordered to exit.', 'calloway said that he was arrested by uic campus police.', 'calloway played a prominent role in the court ordered release of a police video of a white officer fatally shooting a black teenager which triggered months of protests in the city.', 'calloway said he believes that his role in the mcdonald case may have factored into police detaining him.', 'he said police released him about three hours after taking him into custody.', 'they knew who i was calloway said in a phone interview saturday.', 'anthony guglielmi a police department spokesman said the trump campaign did not consult the police department before canceling.', 'the decision was made by the campaign on its own guglielmi said.', 'trump denied some media reports that a rally in cincinnati on sunday had been canceled.', 'he said on twitter.', 'at the dayton rally trump said some of the people taunting and harassing his supporters in chicago represented bernie our communist friend.', 'not me trump said.', 'police ejected at least a half dozen anti trump demonstrators including one man who got onto the stage and approached the podium.', 'joe fritz 20 who came to hear trump speak said a woman punched him outside the arena after the rally was canceled.', 'he said the woman who was with a girl about 10 years old landed a glancing blow to his chin after he questioned her for yelling epithets toward police and about trump.', 'fritz said.', 'fritz said he and his friend were then surrounded by other anti trump protesters who screamed at them before police pulled them out of the crowd.', 'still the pushing and shoving was brief and some protesters said security concerns were overstated.', 'felt us tonight and felt our power tonight said angelica salazar 30 of west chicago ill.', 'salazar who went to speak out against trumps anti immigrant rhetoric said she did not feel unsafe.', 'matthew ross a chicago activist said suggestions from trump that protesters presented a security risk don t hold up.', 'asked ross who said a trump supporter threw water on him after it was announced that the rally was canceled.', 'i just don t want people hurt he told msnbc.', 'trump has been criticized about violent comments he and his supporters have made on the campaign trail.', 'when attendees at an event in november kicked a black lives matter activist trump said maybe he should have been roughed up.', 'mcgraw later told inside edition that we might have to kill him next time the protester shows up.', 'trump insisted that anti trump protesters were instigating incidents at his events.', 'i certainly don t incite violence he said.', 'if a protester is swinging a fist at a man or a group of men and if they end up going back he said i m not looking to do him any favors.', 'senator marco rubio speaking saturday in florida blamed the rhetoric of the front runner for the violence and the media for ignoring his offensive statements for too long.', 'this is what happen when a leading presidential candidate goes around feeding into a narrative of anger and bitterness and frustration rubio said.', 'senator ted cruz trumps closest rival in the race noted that in any campaign responsibility starts at the top.', 'when the candidate urges supporters to engage in physical violence to punch people in the face the predictable consequence of that is that it escalates cruz told reporters in illinois.', 'some let their opposition to his views slip beyond protest into violence but we can never let that happen the ohio governor said in a statement.', 'democratic front runner hillary clinton said the divisive rhetoric of the trump campaign should be of grave concern.', 'we all have our differences and we know many people across the country feel angry clinton said in a statement.']"
374,[],"['senior hillary clinton aide cheryl mills and her lawyer walked out of a recent interview with the fbi about clintons private email system after an investigator asked a question mills believed to be off limits according to a published report.', 'the washington post said that mills and her lawyer beth wilkinson returned to the interview room after a brief absence.', 'however the post reported that mills and wilkinson asked for breaks during the interview to confer more than once.', 'according to the paper the fbi investigators questions that caused mills and wilkinson to walk out were related to the procedure used to produce emails for possible public release by the state department.', 'clinton the front runner for the democratic presidential nomination told cbs face the nation sunday that she had not yet been contacted by the fbi to arrange an interview.', 'on tuesday the conservative legal advocacy group judicial watch said it had obtained emails showing that a top clinton political aide pushed the state department to hire bryan pagliano who helped manage clintons personal email server.', 'the emails show that state department undersecretary for management patrick f. kennedy a key figure in the benghazi investigation was involved in paglianos hire.', 'the emails also appear to show members of the state departments it division questioning why pagliano a political appointee who had worked on clintons 2008 presidential campaign would be assigned to that office.', 'specifically said we didn t need to be but it sure sounds like we do one email reads.', 'in court documents made public monday the state department said it could not not find any emails senator to or received by pagliano during clintons tenure as secretary of state which lasted between 2009 and 2013.']"
375,"['voting trump is burning down the house to collect the insurance money you don t do it unless things are really really bad""', 'trump needs to convince voters that things are bad even if they re not""', 'their country is a dangerous besieged hellscape and only donald trump can fix it""', 'one more child to sacrifice on the altar of open borders""', 'the law and order candidate can only win if there is a crisis of lawlessness and disorder""', 'trump fears only the threats that can be blamed on outsiders while ignoring the more lethal more pervasive killers that afflict the citizenry""', 'once trump no longer needs the nation to be afraid he will stop scaring it""']","['donald trump is not a candidate the american people would turn to in normal times.', 'unemployment is 4.9 percent nationally a number trump knows is far from a crisis because it is lower than the unemployment rate mike pence is presiding over in indiana and trump keeps bragging about his running mates economic record.', 'our convention occurs at a moment of crisis for our nation trump said.', 'the attacks on our police and the terrorism in our cities threaten our very way of life.', 'any politician who does not grasp this danger is not fit to lead our country.', 'as jon favreau a former speechwriter for obama wrote on twitter this was trumps nightmare in america speech.', 'and so trump spoke of the illegal immigrants with criminal records who are tonight roaming free to threaten peaceful citizens.', 'he warned of the gangs violence and drugs pouring into our communities.', 'he invoked the mothers and fathers who have lost their children to violence spilling across our border.', 'i ve met sarahs beautiful family trump said.', 'but to this administration their amazing daughter was just one more american life that wasn t worth protecting.', 'for the record almost 10 000 people were killed in america by drunk drivers in 2010 the overwhelming majority of them by american citizens.', 'trump had neither answers for nor interest in their deaths.', 'and it is when you tug on these threads that trumps speech unspools and its grossness and uselessness becomes clear.', 'more than 40 000 died by suicide.', 'there were a record number of drug overdoses in 2014 and gun deaths in america are far beyond those in any developed country.', 'the first task for our new administration will be to liberate our citizens from the crime and terrorism and lawlessness that threatens their communities he said.', 'murder rates remain far below what the america of the 70s 80s and 90s experienced.', 'terrorism is a horror but successful terrorist attacks are a rarity and one that would be most straightforwardly addressed through gun control.', 'no liberation is necessary.', 'and this is what made trumps speech so truly ugly.', 'it is demagogic to warn on national television of foreign criminals roaming our streets simply because you re behind in the polls.', 'trumps speech was a procession of horrors for which he did not even bother to propose real solutions.', 'here his statement bordered on self parody.', 'i have a message for all of you the crime and violence that today afflicts our nation will soon come to an end he said.', 'but then perhaps there is truth to his absurd promises when the crisis is invented the solution is simpler.']"
376,[],"['trump who are you voting formelania none of your damn business an online pigeon others mused what might be going on melanias mind trump forced to keep his eye on his wife while voting.', 'trumps peeking violates the new york state law outlining the privacy of voters as pointed out by alex howard when you vote on electionday remember election laws require us to respect the privacy of others alex howard earlier eric trump tweeted a picture of his own ballot today which is also illegal.', 'i m sure donald sr. wishes the peeping trump photo of him could not be deleted as well.']"
377,"['the pv journalist responds abedin what follows is shocking since we don t have your name in the book""', 'the journalist responds troll fully huma abedin is a registered democrat""', 'but then no one could not say oh wait let me see your voter id because they don t have id because they don t want to discriminate because they are wearing a burka""', 'the video then cuts back to the election officialdoesn t mean you can t vote by paper ballot""', 'the video ends with a final cut back to alan schulkin in which he makes the statement your vote isn t really counting because they can go in there with a burka on and you don t know if they are a voter""', 'he adds your vote gets discounted because they come in there with a burka on and they can vote""']","['the video starts with the undercover pv journalist talking to alan schulkin the democratic elections commissioner in nyc in which the journalist says not only just voter id because of voting twice but people can cover their faces you know what i m saying ?', 'you don t know who they are.', 'the pv journalist then proceeds to test out the information that alan schulkin gave to her.', 'the video cuts back to alan schulkin and the pv journalists conversation in which the pv journalist says especially all those burkas someone could not claim oh it is my religion but then you don t know if they are pretending or not.', 'they detonate bombs in public schools which we are using that could not disrupt the whole election.', 'the pv journalist responds yeah but they could not do it wearing a burka.', 'but no one can do that because your going to offend them but then it is like hey now i m not a muslim but i can go in there you know ?', 'if thats the name you voted with last election and you haven t changed your name ?', 'i m going to go call my husband anthony.', 'the post project veritas undercover journalist in full burka is offered huma abedins ballot appeared first on we are change.']"
378,"['the administration has been unwilling to provide the number of strikes even in aggregateallows the program to continue""']","['the obama administration has made virtually no progress to increase transparency and accountability for its lethal drone program a new report has concluded with only months left to spare before the white house hands control of the targeted killing apparatus to a successor.', 'the report by the nonpartisan stimson center said the administration is failing to release fundamental information about the program or to significantly overhaul it even after a 2015 strike mistakenly left american contractor warren weinstein and italian hostage giovanni lo porto dead.', 'we have seen relatively few successes said rachel stohl a researcher at the center.', 'a bipartisan task force called on the white house nearly two years ago to reconsider its reliance on targeted killing of suspected terrorists in part because the strikes may be doing more harm than good by fomenting hatred overseas.', 'but stimson researchers said they ve uncovered little evidence anything like that reorientation has happened.', 'the official added unlike our enemies which deliberately and pointedly violate the law of armed conflict the united states takes great care to adhere to the fundamental law of armed conflict principle of distinction which requires that attacks be directed only against military objectives and that civilians and civilian objects not be the target of attack.', 'at least nine nations now have weaponized drones and four have used them the report said.', 'it is important that the united states establishes good policy and sets an international precedent that demonstrates leadership and responsibility and transparency over the program because other countries are going to follow the united states lead stohl said.', 'united states government officials have walked a fine line on the drone program which is supposed to be secret.', 'former cia and nsa director michael hayden addressed the strikes in his new book and an opinion article in the new york times sunday when he wrote i think it fair to say that the targeted killing program has been the most precise and effective application of firepower in the history of armed conflict.', 'the law of the drone campaign should not be a secret nor should the cia be permitted to withhold basic information that would allow the public to understand the implications of the governments policies jaffer said.']"
379,"['originalists would have to concedeit is the presidents job to nominate a replacement forthe senates job to advise and consent or dissent as the case may be""', 'all will gladlydemocrats have behaved similarly""', 'obama were feeling frisky he might select a hispanic or asian judgethe republican big tent collapsed from the weight of emptiness""']","['as republican presidential candidates invoke supreme court justice antonin scalias legacy all insisting that his suddenly vacant seat shouldn t be filled until a new president is in place it is helpful to ask what would scalia do ?', 'first scalia would read the law and without much chin stroking recommend the obvious intent of article ii section 2 of the constitution which reads shall nominate and by and with the advice and consent of the senate shall appoint.', 'yet majority leader mitch mcconnell made it clear that no supreme court nominations would get to the floor.', 'somewhat less rigid senator chuck grassley chairman of the judiciary committee has said he ll wait to see who the nominee is before deciding whether to convene a hearing.', 'all republican candidates have expressed agreement with mcconnell with donald trump being the most vocal and least nuanced delay delay delay he said inimitably at saturdays debate in south carolina just hours after the nation learned of scalias death.', 'but politics are something else and republicans have decided that at least on this matter the people should have a voice.', 'inarguably with three justices likely to retire during the next presidency and scalias seat now empty the stakes couldn t be higher.', 'but if you ll pardon this intrusion of logic haven t the people already had a voice ?', 'now if you don t really like democracy we can talk.', 'originalists well know that the founding fathers had no interest in everybody having a voice.', 'again not complicated.', 'first because several cases that republicans hoped would result in their favor hang in the balance.', 'in 2007 18 months before president george w. bushs term was up senator chuck schumer recommended that the senate not confirm any bush nominee to the supreme court except in extraordinary circumstances.', 'they ve been keen to return the favor when the balance of powers shifted their way.', 'the gops calculation apparently is that the greater risk lies in obamas nominating a reasonably moderate liberal who passes all the usual tests that republicans can t rationally block.', 'all things considered it may seem wiser to avoid the advise and consent process but hypocrisy takes no prisoners.', 'scalias advice might be his own reflections on being a good and faithful judge you have to resign yourself to the fact that you re not always going to like the conclusions you reach.']"
380,"['it is an uphill climb and state deadlines loom there are several ways a third candidate could not mount a general election bid consequential enough to demand attention""', 'trump chose to go outside and spend his own money he d create chaos albeit with a better chance of helping to elect clinton than himself rollins says""', 'green party nominee may have pulled enough votes from democrat al gore in florida to tip the closely divided state and with it the presidency to republican george w. bush although nader disputes that""', 'drew notice because it would preserve perrys eligibility to run as""', 'there is a lot of frustrationcandidates feel like they weren t able to get a hearing from the republican or democratic racesthere wasn t enough oxygen in the room he says""', 'trump doesn t get the nomination i think he would organize a write in campaign predicts rick tyler a former top campaign aide to cruz trumps top rival""']","['trump is easy to spell notes democratic strategist tad devine suggesting the billionaire businessman could not try a write in campaign for the nations highest office.', 'but all three remaining republican rivals have walked back commitments they signed last year to support the partys nominee.', 'i m going to have to see how i was treated he told chris wallace.', 'they include a mercurial potential contender with money donald trump meet ross perot and the sort of ideological divide that prompted moderate congressman john anderson to run when the republican party shifted right in 1980 to nominate conservative ronald reagan.', 'in green party of georgia versus kemp judge richard story ruled that the states ballot requirement one of the toughest in the country was too onerous.', 'neither perot nor anderson won the white house of course but they participated in debates and affected the cross currents of the campaign.', 'last week the texas tribune reported there was no record of former governor rick perry voting in the states primary although he had endorsed texas senator ted cruz.', 'while perry last year described trumps candidacy as a cancer on conservatism a spokesman said the former presidential hopeful wasn t interested in making an independent bid.', 'in the most recent usa today/suffolk university poll taken in february only a third of those surveyed said the two major parties did a good job of representing americans political views.', 'a 54percent majority said three or more parties were necessary.', 'that doesn t mean it is impossible.', 'thats what perot did in 1992.', 'the texas billionaire said he was open to a draft movement in february opened a phone bank in march and after an in and out campaign was on all 50 state ballots in november.', 'there were times during the campaign when he led republican george h.w. bush and democrat bill clinton in national polls and he participated in the fall debates.', 'north carolinas deadline is next on june 9.', 'that said 11 states have deadlines before the republican convention opens in cleveland on july 18 and other deadlines begin to follow in a crush.', 'party chairman nicholas sarwark 36 whose family owns an independent car dealership in phoenix says more than one of this years presidential contenders have been in touch to express interest in the libertarian nomination.', 'he says his party could not be open to nominating a newcomer.', 'it would be up to that candidate to make the case that they were libertarian or libertarian enough.', 'the first nationally televised debate ever among libertarian contenders was held last friday on fox business news featuring former new mexico governor gary johnson the libertarian republic founder austin petersen and anti virus software developer john mcafee.', 'johnson the libertarian nominee in 2012 doubts some high profile republican could not move in and win the nomination.', 'they re going to get their heads handed to them he predicted in an interview saying the gops conservative views on social issues would undermine their appeal among libertarians.', 'that said they would bring a lot of welcome attention to the libertarian party if they try.', 'last month a national monmouth university poll included a three way race among clinton trump and johnson.', 'the libertarian candidate was supported by 11percent even though three of four of those surveyed said they didn t know enough about him to have an opinion.', 'election officials in arkansas and new mexico say they won t tally write ins and mississippi law says the state will count them only if one of the candidates on the ballot has died.', 'thats not a frivolous concern when it comes to making sure a write in vote counts when alaska senator lisa murkowski lost the republican nomination in 2010 and then ran as a write in she aired a tv ad that showed a faux spelling bee contestant sounding out her name letter by letter.']"
381,[],"['bush the son of former florida governor jeb bush said sunday on abcs this week that his father is seriously considering a presidential run in 2016.', 'i think it is more than likely that hes giving this serious thought in moving forward.', 'that he ll run he said.', 'bush also said the family would be behind 100 percent if he decides to run.']"
382,"['the common denominator for all of us is thethe world is multifaceted and can not be reduced to only one correct doctrine""', 'the era of american domination over the world awaits its finale and is maybe more imminent than many of us expect""', 'restoring the violated principle of national sovereignty instead of the idea of one nations global domination restoring the blooming complexity of the worlds cultures instead of an imposed and dull liberal post culturea sample program which is shared by the majority of humanity""', 'nevertheless i have no doubtnew media brings to the resistance movement""', 'there are not too many reasons for historical optimism""', 'the ministry of truth tries to present it""', 'the conditions are ripe for this the western world has finally turned into a post christian and partially anti christian entity""', 'it is difficult for me to say whether europe has enough life left in it to oppose the new onslaught of the caliphate i have in mind""', 'the age of the usa is coming to an end they are faced with the threat of having to drastically reduce their appetites busy themselves with overhauling renovations at home and turn from the lord of the world into a first among equals""', 'other tools are being used against china and russiais quite large""', 'the program of rearming the armed forces of russia should be completed and the economy is not in the best condition""', 'therefore i ll repeat war is an inevitable way out of the impasse""', 'the americans are largely fighting by proxies polish ukrainian and muslim salafist ones etc. the almost inevitable victory of hillary clinton will add psychological motives to this war""']","['in 2008 he founded the center for ukrainian studies of the southern federal university of russia in rostov on don.', 'in june 2014 popov headed the establishment of the representative office of the donetsk peoples republic in rostov on don.', '* fort russ special editor jafe arnold dr. popov for nearly half a year already you have regularly submitted your commentary on global events to fort russ.', 'you ve covered a number of topics ranging from european politics and the war in donbass to the possibility of a third world war breaking out over syria and the future of ukraine and ukrainian nationalism.', 'before we begin discussing a number of related questions what would you like to say to your readers at fort russ ?', 'dr. eduard popov i consider the rare and somewhat unexpected honor to address you dear readers of the wonderful analytical site fort russ to be some kind of reward for my future contributions.', 'popov it is difficult for me to assess the state of the whole front of the information war i don t possess complete information and don t consider myself a specialist in this sphere.', 'if de gaulles movement fought against the nazi occupation of france with weapons in hand then todays fighters of the resistance fight mainly with information against an occupant operating not so much with direct physical violence as with distanced coercion i.e. informational psychological economic and political force etc. can it be said that the fight against this new occupation is more difficult ?', 'all the thinking honest europeans with whom i ve discussed the situation of the press in united europe also think so.', 'but in my opinion the task fulfilled at this first stage has goals primarily centered around negation i.e. proving what is wrong and dangerous in globalism.', 'if a number of new media take on the mission of creating platforms for intellectual discussions with others then this will undoubtedly become one of the main tasks of the information war.', 'i don t know if the creators of new media have read lenin but they are acting according to his methodological precepts.', 'arnold a t the present moment o ne of the centers of attention of the information war and what you called the resistance is the threat of a third world war being unleashed by the us.', 'considering that you say there is little reason to be historically optimistic what do you think ?', 'but as i said earlier we are now witnessing the breaking point of not only a historical period but a change in historical epochs.', 'in my opinion this also anticipates the new middle ages but with only one necessary correction this will be a new early middle ages not the high middle ages of great romano germanic culture which the russian philosopher konstantin leontyev considered to be the highest achievement of humanity but the dark ages that preceded it barbarism the plague the collapse of the great ancient cultures and the mass migration of peoples.', 'wallerstein long ago said that the age of american domination is coming to an end and will end with a grandiose crash.', 'both times that america entered a world war on the european continent it achieved grand strategic successes with very little blood shed.', 'there are many works that substantiated by references to historical sources show that the us stood behind the scenes of ww2 and pushed european rivals to war.', 'the us entered the war as the most powerful economy on the planet and came out with the status of a superpower the successor to the british empire.', 'the us gdp increased 10 times in only a few years.', 'europe was gushing blood but the united states profited from and became stronger because of the war between european competitors even the british.', 'i am almost sure that the us will not go down the path of isolationism for psychological and economic reasons.', 'russia is increasing its military power while china is increasing its economic power even though it should be noted that china and the us are vitally needed by each other as economic partners at the present stage.', 'meanwhile europe does not wield geopolitical subjectivity and remains the us junior partner but this is threatening its overall economic and productive capacity which is surpassing the us.', 'i ll suggest an opinion and perhaps re invent the wheel the arab spring was sponsored by the americans in order to organize a new great migration of peoples to europe.', 'the russian people and other peoples of the russian federation unlike their ukrainian neighbors wield historical and state wisdom and are ready to endure hardships in the face of an external enemy.', 'in my opinion this is unlikely.', 'two things the russians and americans will fight without the use of strategic nuclear weapons and on fronts far away from us shores otherwise the cure for the american empire war would be worse than the disease ; i am sure that the american hegemon will be defeated in this war.']"
383,[],[]
384,"['our political opponents are unpatriotic or trying to weaken america""', 'lets be clear the president is not to blame for the polarization of american life""', 'when presidential rhetoric is mean and contemptuous the whole public square is befouled""']","['one of the few regrets of his presidency president obama said dolefully in his state of the union speech was that the rancor and suspicion between the parties has gotten worse instead of better.', 'were he endowed with the gifts of lincoln or roosevelt he remarked he could not have done more to bridge the partisan divide.', 'did you experience a touch of déjà versus when the president said that ?', 'i m the first one to confess that the spirit that i brought to washington that i wanted to see instituted where we weren t constantly in a political slugfest.', 'i haven t fully accomplished that obama told an interviewer in 2012.', 'my biggest disappointment is that we haven t changed the tone in washington as much as i would have liked.', 'unity and goodwill receded even further.', 'democrats and republicans blamed each other for the nastiness and distrust.', 'obama and his top campaign aides have engaged far more frequently in character attacks and personal insults politico reported.', 'democracy doesn t work if we think the people who disagree with us are all motivated by malice the president said in his address to congress this month.', 'if only obama had heeded it.', 'in a recent study the pew research center found that 92 percent of republicans are now to the right of the median democrat and 94 percent of democrats are to the left of the median republican.', 'worse much worse is how intensely hostile the antipathy between right and left has become.', 'when republicans balked at his proposal to allow 10 000 syrian refugees to enter the united states obama jeered.', 'that doesn t sound very tough to me.', 'when republican party lawmakers resisted raising the debt limit obama tweeted are they really willing to hurt people just to score political points ?', 'efforts to repeal obamacare he attributed to cruelty the one unifying principle for republicans the president told reporters is making sure that 30 million people don t have health care.', 'but an awful lot of americans republicans and democrats both want it to get better.', 'obama insisted he was going to heal the divide but never even made the effort.']"
385,[],['p lease donate to the common sense show please subscribe to our youtube channel and don t forget to like us this is the absolute best in food storage.']
