ID,claim,evidence
2858,[],"['Shutdowns are a normal part of the constitutional process , with 12 shutdowns under Democratic House Speaker Tip ONeill and two during his own speakership .']"
2859,[],"['Since 2007 , Texas has gained 440,000 people while Maryland has lost 20,000 .']"
2860,[],[]
2861,[],"['My two appointments to the Florida Supreme Court , Raul Cantero and Kenneth Bell , have earned reputations as its most consistent conservatives .']"
2862,[],[]
2863,[],[]
2864,[],[]
2865,[],[]
2866,[],"['Tommy Thompson is the father of welfare reform , creating the groundbreaking Wisconsin Works program in Wisconsin that became the model for national and international reforms .']"
2867,[],['We now sell more products made in America to the rest of the world than ever before .']
2868,[],[]
2869,[],"['Right now , in every major poll , national poll and statewide poll done in the last month , six weeks , we are defeating Trump , often by big numbersand always at a larger margin than Secretary Clinton is .']"
2870,[],[]
2871,[],['The costs of cancer and all affiliated issues are over $ 20 billion a year to this state .']
2872,[],['On a capandtrade plan .']
2873,[],[]
2874,"['Says Obamas net neutrality proposalputs the government in charge of determining Internet pricing , terms of service and what types of products and services can be delivered']",[]
2875,[],['President Barack Obama reduced the cost of prescription drugs for nearly 3.6 million Americans in 2011 .']
2876,[],[]
2877,[],[]
2878,[],[]
2879,[],[]
2880,[],[]
2881,[],['[ The ] ACLU and atheists in Denver are demanding the NFL stop [ Tim Tebow ] from praying on the sidelines .']
2882,[],"['Lois Frankel spent over $ 13,000 in taxpayer money on a marble shower in a private bathroom with her own toilet .']"
2883,[],[]
2884,[],[]
2885,[],"['Says uncompensated health care costs absorbed by Texas hospitals are adding $ 1,800 a year to Texas private insurance rates .']"
2886,[],[]
2887,[],"['Countries bombed : Obama 7 , Bush 4']"
2888,[],[]
2889,[],"['A report in Navy Times said that 7.3 percent of Army , Navy and Marines have thought about attempting suicide .']"
2890,[],['We cut property taxes by onethird in the state of Texas while Ive been governor .']
2891,[],['Says Texas passed a state Dream Act before any other state .']
2892,[],[]
2893,[],"['wage to $ 15 an hour would reduce spending on food stamps , public housing and other programs by over $ 7.6 billion a year .']"
2894,[],['Says 80 journalists have been killed in Mexico in the last decade .']
2895,[],[]
2896,[],"['Almost 1,000 people a day are moving to Florida because they are more free here than they are in some other states .']"
2897,[],[]
2898,[],['The Washington Times ... pointed out that we had succeeded where previous administrations had failed on spending cuts .']
2899,[],[]
2900,[],[]
2901,[],['Donald Trumps decision to skip the Fox News/Google debate in Des Moines is near unprecedented .']
2902,[],[]
2903,[],[]
2904,[],"['Health care reform : Everything about it is going to raise costs , raise taxes and lower the quality of health care .']"
2905,[],"['The city of San Antonio reuses almost 40 percent of its water .', 'About 5 percent .', 'And thats not right .', 'We can do better .']"
2906,[],[]
2907,[],['It costs a hell of a lot more money to put somebody in jail than send them to the University of Virginia .']
2908,[],['New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade .']
2909,[],['Says he and Mitt Romney always said that we agree with the 2014 deadline for leaving Afghanistan .']
2910,[],['Says he said last year theres absolutely no reason for Texas to secede .']
2911,[],"['Says United States Rep. Ann McLane Kuster used $ 293,000 of taxpayer money to send campaign mail .']"
2912,[],"['Boccieri voted to spend a billion dollars an hour , every hour , for his first 50 days in office']"
2913,[],[]
2914,[],['Says Bernie Sanders wants higher standards for toy guns than real guns .']
2915,[],['No other country even comes close to that figure .']
2916,[],['The majority of people in polls do not support Obamacare .']
2917,[],[]
2918,[],[]
2919,[],"['Due to the war in Iraq , 4,400 Americans are dead , 30,000 severely wounded and more than 100,000 are suffering from serious health problems related to post traumatic stress syndrome .']"
2920,[],"['When the Republicans were in charge , they actually expanded government health care with the prescription drug program .']"
2921,[],"['Says administrator salaries were increased , but other school employees were left behind .']"
2922,[],"['In 1790 , the first Congress , which was packed with framers , required all ship owners to provide medical insurance for seamen ; in 1798 , Congress also required seamen to buy hospital insurance for themselves .', 'In 1792 , Congress enacted a law mandating that all ablebodied citizens obtain a firearm .']"
2923,[],['Ken Mercer wants Sean Hannity and James Dobson included in social studies texts .']
2924,[],['On the TransPacific Partnership .']
2925,[],[]
2926,[],"['Says that when Congressman Steve Cohen took office in 2007 , the unemployment rate was at 4.8 percent .', 'The unemployment rate in Shelby County has reached 9.7 percent .']"
2927,[],[]
2928,[],[]
2929,[],"['In Florida , when Jeb Bush was governor , state authorities conducted a deeply flawed purge of voters before the presidential election in 2000 and in2004 a plan to purge even more voters was headed off .']"
2930,[],[]
2931,[],"[""President Obama pledged to go through the budget ` line by line , ' but on his watch , nondefense spending has spiraled out of control , increasing by 67 percent in the last year alone .""]"
2932,[],[]
2933,[],[]
2934,[],[]
2935,[],[]
2936,[],[]
2937,[],[]
2938,[],[]
2939,[],[]
2940,[],[]
2941,[],['Every new Republican member of the United States Senate said they will vote to repeal and replace Obamacare .']
2942,[],[]
2943,[],['Austin mayoral candidate Steve Adler admitted his law firm worked with Koch Industries for nearly a decade .']
2944,[],[]
2945,[],['Trenton politicians cut $ 1.3 billion from education .']
2946,[],['The United States gives $ 8 million a day to Israel and gives that country a blank check .']
2947,[],[]
2948,[],"['Georgia has lost more than 124,000 jobs and the unemployment rate has increased since the stimulus passed']"
2949,[],"['Says state Rep. Patrick Rose votes 90 percent with liberals , backed the states largest tax increase , proposed nearly $ 15 billion in government spending and supported Obamastyle governmentrun health care system for Texas .']"
2950,[],[]
2951,[],[]
2952,[],['On the Keystone XL pipeline']
2953,[],[]
2954,[],"['California Senator , Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America , Give me your guns , Im rounding em up , she would .']"
2955,[],['Says he has supported George Bush more than I have Barack Obama .']
2956,[],[]
2957,[],"['Says that in the last five years , Texas created more jobs than all other states combined .']"
2958,[],"['By 2015 , we will be sending so much interest to China that we will be paying for the entire Peoples Liberation Army .']"
2959,[],[]
2960,[],"['At the time that Medicare Part D was passed it was actually less popular than the Affordable Care Act , according to the polls .']"
2961,[],[]
2962,[],[]
2963,[],"[""Huckabee ' was one of the highest taxing governors that we had in this country and rivaling Bill Clinton in terms of the Cato ratings . '""]"
2964,[],['Interior deportations under Obama were down 40 percent and at a nineyear low .']
2965,[],['Rick Scott got a majority of the Hispanic vote in Florida .']
2966,[],['Recent news reports indicate DWI crashes in Austin dropped 23 percent since ridesharing entered the market .']
2967,[],[]
2968,[],"[""Obama would ' experiment with socialism . '""]"
2969,[],[]
2970,[],[]
2971,[],[]
2972,[],"['An April study found that about 70 percent of ads in this election cycle have been negative [ due to SuperPACs ] , up from only 9 percent through the same period in 2008 .']"
2973,[],[]
2974,[],[]
2975,[],[]
2976,[],['The Iranians are now saying that what were saying the deal is and what they understand it to be are two different things .']
2977,[],[]
2978,[],[]
2979,[],[]
2980,[],[]
2981,[],[]
2982,[],[]
2983,[],"['In the last 15 years , weve witnessed a dramatic expansion in the jailing of immigrants , from about 70,000 people detained annually to about 400,000 .']"
2984,[],[]
2985,[],"[""Palin ' fired Wasilla 's Police Chief because he'intimidated ' her . '""]"
2986,[],['The CEO of Goldman Sachs let his employees know that hed be just fine with either Bush or Clinton .']
2987,[],['Republican leadership took the lead confirming Loretta Lynch as attorney general .']
2988,[],[]
2989,[],"['Says Hillary Clinton voted to raise taxes on workers earning as little as $ 41,500 .']"
2990,[],"['You know , the approval rating of Congress is down to 13 percent .']"
2991,[],['Says Rick Santorum funded Planned Parenthood .']
2992,[],[]
2993,[],[]
2994,[],['The United States right now incarcerates more AfricanAmericans as a percentage than apartheid South Africa did .']
2995,[],"['Before 2005 , the percentage of Texas high school students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28percent in English and 42percent in math .']"
2996,[],[]
2997,[],['Tommy Thompson made millions from corporations who outsource American jobs and now hes trying to lavish huge tax breaks on them .']
2998,[],[]
2999,[],"['I asked the unions to pay into their own health care insurance ... and they said I was being unreasonable .', 'I requested that they contribute toward their own pensions ... and they screamed it was unfair .']"
3000,[],['We have created more jobs in this last year than the Bush administration did in eight years .']
3001,[],"['After I had resigned or announced my resignation , I abolished I prohibited paytoplay for people that had county or state contracts .']"
3002,[],"['If lawmakers fail to avert the fiscal cliff , 18 percent of the federal money that is sent to the states will be eliminated .']"
3003,[],"['In 2011 , the average annual compensation for a teacher in the Milwaukee Public Schools system will exceed $ 100,000 .']"
3004,[],[]
3005,[],[]
3006,[],['Says United States Senate candidate Cory Gardner blocked immigration reform and voted to deport our DREAMers .']
3007,[],[]
3008,[],[]
3009,[],['About 800 people refused to get a drug screening because they are out there on drugs .']
3010,[],[]
3011,[],[]
3012,[],[]
3013,[],['David Cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence and child abuse .']
3014,[],['Bill White ... offered sanctuary to illegal immigrants .']
3015,[],[]
3016,[],"['Overall we currently have $ 981 million , almost a billion dollars in active development projects right here in the City of Richmond .']"
3017,[],"[""Sixtytwo percent of all personal bankruptcies are ' caused by medical problems . '""]"
3018,['China has made enormous progress in its human rights'],[]
3019,[],[]
3020,[],[]
3021,[],['Not one illness has been reported from raw milk in Texas in more than four years .']
3022,[],[]
3023,[],[]
3024,[],[]
3025,[],"[""Under the new Arizona immigration law , police ca n't stop someone to check their immigration status unless they think they see something illegal .""]"
3026,[],[]
3027,[],"[""California gubernatorial candidate Steve Poizner , a Republican , ' gave $ 10,000 to Al Gore 's recount ' effort in 2000 .""]"
3028,[],['Just remember this : the presidents health care bill put 30 million people on health care rolls that werent there before .']
3029,[],['Fox News uses photo of a married couple promoting traditional marriage and the photo is actually of a samesex couple .']
3030,[],"['Every time we raise the minimum wage , the number of jobless people increases .']"
3031,[],[]
3032,[],[]
3033,[],[]
3034,[],['It is ironic that First Energy Corp. is going to have a name on our football stadium where we Cleveland Public Power supply the electricity .']
3035,[],"['Congressman Jeff Denhamhas agreed all illegal immigrants should be detained , arrested and deported .']"
3036,[],"['In 2011 , more people were murdered with knives , hands or feet or clubs and hammers than with any type of rifle .']"
3037,[],"['As governor , Tim Kaine oversaw a huge increase in illegal immigration , a tremendous increase .']"
3038,[],[]
3039,[],[]
3040,[],[]
3041,[],[]
3042,"['when the progressive agenda encounters religious beliefs to the contrary , those beliefs have to be changed']",[]
3043,[],['SaysBernie Sanders has reversed his position on immunity for gun manufacturers and sellers .']
3044,[],[]
3045,[],"['The national economic recovery has led to higher than expected tax revenues and projected budget surpluses in nearly every state in the nation , including Wisconsin .']"
3046,[],['Says we are going to sell this house and use the proceeds to stabilize rates .']
3047,[],[]
3048,[],[]
3049,[],"['According to recent reports , a group of death panels organized under Obamacare ordered their first execution .']"
3050,[],[]
3051,[],"['My campaign finished the last quarter reporting the most cash on hand of any Republican in the field $ 13.8 million in the bank , $ 3.5 million more than the Jeb Bush campaign .']"
3052,[],[]
3053,[],"[""Says he ' fought against $ 3 billion in cuts to public education since 2003 . '""]"
3054,[],"['When we moved into the White House , we had the lowest net worth of any family since Harry Truman .']"
3055,[],['Say easing restrictions on selling alcohol on Sundays will result in more traffic crashes and fatalities .']
3056,[],['Says Chris Christie inherited the highest taxes in America and the worst unemployment in the region .']
3057,[],[]
3058,[],['Every year the First Coast Guard District saves 350 lives in the Northeast .']
3059,[],"['Says that even if his budget is adopted , private schools in the choice program would be getting about half the perpupil funds that public schools receive']"
3060,[],[]
3061,[],"['According to the CDC , 110 million Americans now have a sexually transmitted illness .']"
3062,[],['Says the former president of the Czech Republic said the American people were a confederacy of fools for electing Barack Obama .']
3063,[],['We were able to provide $ 428 million worth of property tax relief .']
3064,[],['Says President Obama is reducing our naval fleet to 1917 levels ...']
3065,[],"['Medicare does just as good , if not better , at keeping people healthy as Medicare Advantage .']"
3066,[],['Our median household income in 2013 was the highest in the nation .']
3067,[],['Its possible that noncitizen voters were responsible for Obamas 2008 victory in North Carolina .']
3068,[],['The facts show that approximately 40 persons on death row have had all of their appellate review completed and await only the governors signature on a death warrant to end the case .']
3069,[],"['For the first time in 13 years , our dependence on foreign oil is below 50 percent .']"
3070,[],"['If you give guns to gangs , you can get out of jail free , if Californias Proposition 57 passes .', 'If you do a driveby shooting , you can get out of jail free , if Proposition 57 passes .', 'If you discharge guns on a school yard , you can get out of jail free .']"
3071,[],[]
3072,[],"[""I joined the Gang of 14 , seven Republicans , seven Democrats , so that we would n't blow up the United States Senate ."", 'Sen. Obama had the opportunity to join that group .']"
3073,[],[]
3074,[],['A man using bath salts reported that raccoons had set fire inside his home and stolen his cell phone .']
3075,[],"['A couple retiring today will pay about $ 119,000 in lifetime Medicare taxes and receive about $ 357,000 in lifetime Medicare benefits .']"
3076,[],['Rick Perry advocated to liquidate the states rainy day fund in 2007 .']
3077,[],"[""The Democratic health care plan is a ' government takeover of our health programs . '""]"
3078,[],[]
3079,[],[]
3080,[],"['The top 10 most wellpaid CEOs in America received a combined $ 770 million in 2010 , while the average American workers wage rose just 2 percent .']"
3081,[],['A bill from United States Rep. Ted Yohoattempts to restrict the administrations ability to conduct national security and criminal background checks on undocumented immigrants .']
3082,[],[]
3083,[],[]
3084,[],['Air travelers cant get on a plane in the United States without someone doing a background check on them .']
3085,[],[]
3086,[],[]
3087,[],['Suicide comes from federal government largesse saying you are not worth anything but you are going to get something for nothing .']
3088,[],"['We havent had control of the House for the last two years and its been malfunctioning .', 'We had 109 sessions scheduled and held 49 .']"
3089,[],[]
3090,[],"['According to 2009 estimates , an agreement with Panama could result in almost 1,900 Florida jobs in thefirst year and about 15,000 jobs afterfive years .']"
3091,[],['We just cant afford to pay 100 percent of government employee benefits .']
3092,[],['University of Texas students signed a petition seeking the legal right to abort newborn babies up to fiveyearsold .']
3093,[],[]
3094,[],"['Weve added , in the last eight years , $ 4 trillion of debt to the nations obligations .']"
3095,[],['The U.N. Arms Treatyinfringes upon our right to keep and bear arms .']
3096,[],['Teachers will not be able to return to work after raising their children .']
3097,[],[]
3098,[],[]
3099,[],[]
3100,[],"['Under Scott Walker , Wisconsin unemployments up from 4.8 percent to 6.2 percent']"
3101,[],"['If you have a job in this country , theres a 97 percent chance that youre not going to be in poverty .']"
3102,[],"['According to the United States Census Bureau , 71.2 percent of Hispanic registered voters in Texas and over 86 percent of African American registered voters participated in the 2012 elections .']"
3103,[],[]
3104,[],[]
3105,[],['An anonymous email says that Hillary Clinton advocates communism .']
3106,[],"['Says CNNs Wolf Blitzer was wrong to say that the wealthiest Americans , they pay the most in taxes already 50 percent of Americans dont even pay any federal income tax .']"
3107,[],[]
3108,[],['Says PolitiFact has ruled that Ed Gillespies ads are false and misleading .']
3109,[],"['Fifteen years ago , the assets of the six largest banks in this country totaled 17 percent of GDP ... The assets of the six largest banks in the United States today total 63 percent of GDP .']"
3110,[],"['When Ronald Reagan came in , from 1978 to 1982 , economic growth averaged less than 1 percent a year .']"
3111,[],"['For the first time in nearly two decades , we produce more oil here in the United States than we buy from the rest of the world .']"
3112,[],[]
3113,[],[]
3114,[],[]
3115,[],"[""We 've heard talk about curbing our use of fossil fuels in nearly every State of the Union address since the oil embargo of 1973 .""]"
3116,[],[]
3117,[],[]
3118,[],"[""Louisiana is turning down $ 100 million ' that would require us to change our unemployment law , that would have actually raised taxes on Louisiana businesses . '""]"
3119,[],[]
3120,[],[]
3121,[],"['While President Obama says all options are on the table for preventing a nuclear Iran , Hagel says military action is not a viable , feasible , responsible option .']"
3122,[],[]
3123,[],[]
3124,[],"['Even our attorney general who is a strong Democrat , she has said that we need causation in our workers comp system .']"
3125,[],[]
3126,[],['More money is dedicated within the Department of Homeland Security to climate change than whats spent combating Islamist terrorists radicalizing over the Internet in the United States of America .']
3127,[],['Says President Franklin Delano Roosevelt felt there wasnt a need in the public sector to have collective bargaining because the government is the people .']
3128,[],[]
3129,[],[]
3130,[],['I havent raised any Wall Street money at all .']
3131,[],"['In the first 24 to 36 hours of the operation in Libya , you saw $ 115 million go downrange because a Tomahawk cruise missile is a little over $ 1 million each .']"
3132,[],"['In the past year , DeKalb has attracted and retained more than 2,300 jobs .']"
3133,[],"['Two years ago ... I wrote to Secretary Paulson , I wrote to Federal Reserve Chairman Bernanke , and told them [ subprime lending ] is something we have to deal with .']"
3134,[],[]
3135,[],[]
3136,[],[]
3137,[],[]
3138,[],['A gay man who survived # orlando hate crime can STILL show up to work in FL tomorrow and have his boss fire him simply because he is gay .']
3139,[],[]
3140,[],['Says United States Rep. Connie Mack took seven and a half years to finish college .']
3141,[],[]
3142,[],[]
3143,[],[]
3144,['yesterday against a proposal to expand background checks buyers can continue to simply go online or to gun shows to purchase guns without background checks'],[]
3145,[],['Governorrnment employees make 43 percent more in wages and benefits than privatesector workers .']
3146,[],[]
3147,[],['I get the most money from active duty officers and military personnel .']
3148,[],"['In Texas , schools do not even have to teach sex education .']"
3149,[],[]
3150,[],['Now it captures 83percent because theres been such a growth of income among the highest earners .']
3151,[],[]
3152,[],['Statistics show you are about nine times more likely to be assaulted by a taxi driver in Austin than a driver for a ridehailing service .']
3153,[],"['A year ago , in March 2007 , I called for immediate action to address abuses in the subprime market , and I laid out detailed concrete proposals for how to do so .']"
3154,[],"[""While in the Illinois Senate , Barack Obama passed legislation moving people ' from welfare to jobs . '""]"
3155,[],[]
3156,[],['Very little of the defense budget less than 10 percent actually goes into fighting ISIS and international terrorism .']
3157,[],['Says the United States Department of Homeland Security must report to about 100 congressional committees and subcommittees .']
3158,[],"['Thats money I owe , thats money my children owe before they even go to kindergarten , thats their check to the federal government right now .']"
3159,[],[]
3160,[],[]
3161,[],['Says Gary Farmers claim that he received an A from the NRA is an absolute lie .']
3162,[],"['For people with insurance , the only impact of the health care law is that their insurance is stronger , better and more secure than it was before .']"
3163,[],[]
3164,[],[]
3165,[],"['Marco Rubio spent $ 400K of your tax dollars remodeling offices , and building a membersonly lounge .']"
3166,[],"['The crime numbers are worse .', 'Seriously .']"
3167,[],"['Says Texas state funds were spent on a TV series on spouses cheating on their wives , kind of glorifying the act of cheating .']"
3168,[],['Congressman McCollum voted to dismantle Social Security .']
3169,[],[]
3170,[],[]
3171,[],[]
3172,[],"['Nevada is No. 1 in unemployment , violent crime , car theft , divorce , robberies and foreclosures .']"
3173,[],['Says the mandate is 71 times that a childs body will be injected with a disease for immunizations .']
3174,[],[]
3175,[],[]
3176,[],"['Under Governor Scott Walker , Wisconsin projected a $ 1 billion budget surplus and it turns out to be a deficit of $ 2.2 billion .']"
3177,[],[]
3178,[],['Annexation would lead to overcrowding at Decaturs city schools .']
3179,[],"['Even when they cut taxes in 2005 , they increased spending .']"
3180,[],[]
3181,[],[]
3182,[],['I am the only candidate who ran in either the Democratic or the Republican primary who said from the very beginning that I will not raise taxes on the middle class .']
3183,[],['Twenty percent of our electricity currently comes from nuclear power plants .']
3184,[],[]
3185,[],"['Tells David Cicilline , 94 percent of the carbon emissions which you so want to get rid of are caused by nature .']"
3186,[],['Sen. Barbara Boxer voted against immigration reform to permit Hispanic immigrants people to come here legally to work .']
3187,[],[]
3188,[],['Says Mary Burkes Madison school district will be the only school district left in the state to ignore the Act 10 law in the 201516 school year .']
3189,['weve had in the last two years in America is government growth'],[]
3190,[],['More than half work fulltime .']
3191,[],[]
3192,[],['Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Barack Obama and Hillary Clinton .']
3193,[],[]
3194,[],[]
3195,[],"['Thirtyeight states Georgia not included have appointed , rather than elected , state school superintendents .']"
3196,[],[]
3197,[],"['On average , each United States military working dog saves the lives of between 150 and 200 servicemen and women over the span of his career .']"
3198,[],"['Had the online change of address been in place in 2008 an estimated 130,000 voters who cast provisional ballots could have changed their address online and voted a regular ballot .']"
3199,[],"['Tourism accounts for 439,000 jobs in the state of Ohio , and visitors spend $ 36 billion annually .']"
3200,[],[]
3201,[],"['After the shootings of Dallas policemen , nearly 500 people applied in just 12 days .']"
3202,[],[]
3203,[],"['If the wage gap was eliminated , a working woman in Oregon would have enough money for 2,877 gallons of gas , 72 more weeks of food for her family or nearly 12 more months of rent .']"
3204,[],['Ive gotten to see the commercials that they did on you .']
3205,[],[]
3206,[],['More 25 to 34yearolds are moving to Austin than any other city in America .']
3207,[],"['For anybody whos trying to cross the street and has seen those signs that say you have to stop when pedestrians are in the crosswalk , that was a bill that I passed .']"
3208,[],['Polls show that 96 percent of New Jerseyans and 95 percent of gun households in the state support expanding background checks to keep guns away from those who shouldnt have them .']
3209,[],[]
3210,[],['No other country has a constitutional right like the Second Amendment']
3211,[],['We have not taken away any rights that have currently existed in any city in North Carolina with the passage of HB2 .']
3212,[],['John Boozman is excited about putting a 23 percent national sales tax on everything you buy .']
3213,[],"['Since June 2009 , about 48 percent of all the jobs created in America were in Texas .']"
3214,[],['Says Ron Wyden spent $ 2 million to study exotic ants .']
3215,[],"['Its just been announced that the residents of Florida are going to experience a massive , doubledigit premium hike .']"
3216,[],[]
3217,[],['Van Jones signed a petition indicating he thinks the Bush administration blew up the World Trade Center and covered it up .']
3218,[],[]
3219,[],['Says Bernie Sanders was against the auto bailout and voted against the money that ended up saving the auto industry .']
3220,[],[]
3221,[],[]
3222,[],"['Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care , which is they want to put the government in charge of you and your doctor .']"
3223,[],['The minimum wage is lower right now than it was when Ronald Reagan took office .']
3224,[],[]
3225,[],[]
3226,[],"['After they bought GST Steel , Mitt Romney and his partners loaded it with debt , closed the Kansas City plant and walked away with a healthy profit , leaving hundreds of employees out of work with their pensions in jeopardy .']"
3227,[],"['You have 200,000 to 400,000 military veterans on the street in this country on any given day .']"
3228,[],[]
3229,[],"['In renewable and advanced energy manufacturing projects , Ohio now ranks first among the 50 states .']"
3230,[],[]
3231,[],[]
3232,[],['Because of Barack Obama 32 million new people will have healthcare .']
3233,[],"['Right now , we only keep 50 percent of Georgia Techs graduates .']"
3234,[],[]
3235,[],"['An amazing 5,400 jobs were lost in the first 12 months of the smoking bans implementation in Ohios hospitality industry alone .']"
3236,[],[]
3237,[],['After Massachusetts passed a mandatory health insurance law their mortality rate went down ... it saved lives .']
3238,[],[]
3239,[],[]
3240,[],"['In 2012 , Connie Mack missed 178 votes , one of the worst voting records in Congress .']"
3241,[],[]
3242,[],[]
3243,[],['Wendy Davis opposes any limits on abortion .']
3244,[],[]
3245,[],['The United States has experienced 40 straight months of unemployment at 8 percent or higher .']
3246,[],[]
3247,[],['91percent of suspected terrorists who attempted to buy guns in America walked away with the weapon they wanted .']
3248,[],"[""If President Obama signs the Copenhagen climate change treaty , he ' will sign your freedom , your democracy , and your prosperity away forever and neither you nor any subsequent government you may elect would have any power whatsoever to take it back again . '""]"
3249,[],"['If Congress fails to act , the Obama administration intends to give away control of the internet to an international body akin to the United Nations .']"
3250,[],[]
3251,[],[]
3252,['Donald Trump is being used as a recruiting tool for terrorists'],[]
3253,[],['... study after study has shown that the death penalty deters murders .']
3254,[],[]
3255,[],['An attack on a healthy 22yearold homosexual man would be more protected under the law than an attack on an eightyearold child .']
3256,[],['On a capandtrade plan .']
3257,[],[]
3258,[],[]
3259,[],[]
3260,[],"['The Keystone oil pipeline would employ 20,000 people in the United States .']"
3261,[],[]
3262,[],"['Barack Obama , right now , No. 1 , over seven years has dramatically degraded our military .']"
3263,[],"['Says the Club for Growth tries to defeat Republicans , and that its president called Nancy Pelosi the person I respect the most in Washington .']"
3264,[],"[""I argued for years that we need to move from a ` Musharraf policy ' to a ` Pakistan policy . '""]"
3265,[],"['Says if you are on your bike in a crosswalk , all you have to do is dip your wheel into the road and cars must legally stop .']"
3266,[],['Joe Garcia raised utility rates on families .']
3267,[],"['The firefighters , the policemen and others who supported Wisconsin Governor Scott Walker in his election bid ... dont have to worry about their collective bargaining rights .']"
3268,[],[]
3269,[],"['The lifespan of the average American is less than that of people in nations that spend far less on health care .', '... To put it bluntly , we spend more and die sooner .']"
3270,[],['Says Donald Trump says organized crime runs wild on reservations .']
3271,[],"[""Barack Obama ' said in 2004 there was no difference between Obama and George Bush on the war . '""]"
3272,[],"['I watched in Jersey City , N.J. , where thousands and thousands of people were cheering as the World Trade Center collapsed .']"
3273,[],"['On a single night in January 2015 , state and local planning agencies in Rhode Island reported the following estimates of homelessness 107 veterans were homeless .']"
3274,[],"['Between Austin , San Antonio , Houston and Dallas over 8,000 samesex couples are raising children .']"
3275,[],['Shaheen votes with Obama 99 percent of the time .']
3276,[],[]
3277,[],[]
3278,[],"[""They come to the ribbon cuttings . '""]"
3279,[],['Theres nothing in the [ RhodeMap RI ] plan that takes away local government control and local zoning control .']
3280,[],"['More than 80 percent of Georgians dont support legislation to ease gun restrictions in houses of worship , in bars and on campuses .']"
3281,[],"['The Virginia population increased by just 8 percent from 2005 to 2015 , but the per capita spending in the budget increased by a whopping 38 percent .']"
3282,[],"['Without Westside MAX , wed need to add 2.9 lanes to the Sunset Highway .']"
3283,[],[]
3284,[],['Says Rick Perry provided instate tuition ... for illegal immigrants .']
3285,[],['Says there were over 600 reports of Texas votes for Donald Trump in the states 2016 Republican primary virtually all getting tallied for Marco Rubio .']
3286,[],[]
3287,[],[]
3288,[],['Says large majority of Republicans believe Obama is a Muslim and not United Statesborn .']
3289,[],['In three years we could find close to 50 million gallons per day through a toilet replacement program .']
3290,[],[]
3291,[],"['Says that when Michelle Fields found out that there was a security camera , and that they had her on tape , all of a sudden that story changed .']"
3292,[],[]
3293,[],"[""Says McCain ' voted to let governments charge rape victims ' for forensic exams .""]"
3294,[],[]
3295,[],"['When Trump wanted to turn a taxpayerowned building into an $ 800 anight hotel , Congressman Jeff Denham , RCA helped broker the deal and bragged about it .']"
3296,[],[]
3297,[],[]
3298,[],[]
3299,[],[]
3300,[],"['Says we will pay the new chancellor a basic salary of nearly $ 300,000 a year ... an amount that does not include the costs of this public employees benefits , perks and living expenses for a lavish house , an upscale car , a spending allowance , and fine dining almost every day on the taxpayer dollar .']"
3301,[],['Youve got more people wanting to go moose hunting in New Hampshire than want Obamacare .']
3302,[],[]
3303,[],['The last time Republicans held hostage a resolution to ensure that our countrys bills were paid cost us more than $ 1 billion in added interest and slowed the economic recovery .']
3304,[],[]
3305,[],['Recent studies have confirmed that any academic benefits of government funded preschool disappear by the fourth grade .']
3306,[],"['The top 1 percent of income earners pay 40 percent of all state income taxes , and those at the bottom pay little or nothing .']"
3307,[],[]
3308,[],"['Says that like Todd Akin , all Texas Republicans in United States House cosponsored a bill that attempts to distinguish between forcible rape and other sexual assaults .']"
3309,[],[]
3310,[],[]
3311,[],"['Says at the state level were spending more on tax expenditures than we are on public safety , health care and education combined .']"
3312,[],[]
3313,[],"['In headtohead polls for the general election , I beat Hillary Clinton by more than anybody , by 11 points .']"
3314,[],['Says former United States Rep. Carol SheaPorter refused to host town hall meetings during her time in Congress .']
3315,[],[]
3316,[],['On calling Supreme Court nominee Sonia Sotomayor a racist .']
3317,[],[]
3318,[],"['Amiddleclass family donates $ 1 to charity , they get 15 cents off their income tax .', 'Bill Gates donates $ 1 to charity , he takes 35 cents off his income tax .']"
3319,[],['On the use of presidentially appointed commissions .']
3320,[],"[""Marco Rubio is a ' Miami lobbyist . '""]"
3321,[],[]
3322,[],[]
3323,[],[]
3324,[],[]
3325,[],[]
3326,[],[]
3327,[],['Mitt Romney says the Arizona immigration law should be a model for the nation .']
3328,[],[]
3329,[],['Floridas economy became a bad economy ... because of a huge spike in oil prices in the summer of 2008 .']
3330,[],"['Stabilizing the recent financial crisis will cost less than 1 percent of GDP , which is less than the 2.5 percent to fix the savings and loan crisis of the 1980s .']"
3331,[],[]
3332,['The government not the armed forces is stockpiling hundreds of millions of rounds of ammunition for domestic use'],[]
3333,[],"['Even Roger Williams National Memorial in my home state of Rhode Island attracted nearly 51,000 visitors in 2011 , with non local visitors adding more than $ 3.2 million to the local economy .']"
3334,[],[]
3335,[],['Employees in workplace freedom states make more money']
3336,[],['Do this research watch how much crime picks up if you take away [ football ] .']
3337,[],['The five Guantanamo detainees swapped for Bowe Bergdahl are back on the battlefield .']
3338,[],[]
3339,[],[]
3340,[],[]
3341,[],[]
